Latitude,Longitude,Genus,Date.Planted,Diameter.Breast.Height,Useful.Life.Expectency.Value,Located.in,Year.Planted
-37.812955,144.980274,Archontophoenix,8/5/2015,NA,NA,Park,2015
-37.81489501,144.9798827,Acacia,2/9/2016,NA,NA,Park,2016
-37.81329301,144.9817865,Quercus,16/10/1998,62,60,Park,1998
-37.81596624,144.9779556,Pittosporum,10/12/1998,16,30,Park,1998
-37.81120747,144.9826313,Grevillea,6/6/2013,NA,NA,Park,2013
-37.81180629,144.9756098,Platanus,21/11/1997,41,20,Street,1997
-37.81382494,144.9766487,Eucalyptus,15/11/2019,NA,NA,Park,2019
-37.81624138,144.9783343,Ulmus,10/12/1998,90,20,Park,1998
-37.81196361,144.9826443,Ulmus,14/08/2017,NA,NA,Park,2017
-37.81188872,144.9827494,Ulmus,14/08/2017,NA,NA,Park,2017
-37.81318366,144.9766749,Cedrus,20/01/2006,NA,NA,Park,2006
-37.81505941,144.9813341,Corymbia,20/01/2006,10,80,Park,2006
-37.81395771,144.975979,Corylopsis,1/1/2000,27,10,Park,2000
-37.81095363,144.9753237,Quercus,27/05/2013,NA,NA,Street,2013
-37.8128014,144.9815382,Ulmus,15/10/1998,100,10,Park,1998
-37.81634384,144.9809964,Vitex,14/11/2016,NA,NA,Park,2016
-37.81172187,144.9798142,Archontophoenix,15/05/2015,NA,NA,Park,2015
-37.81171422,144.9820901,Trachycarpus,4/5/2015,NA,NA,Park,2015
-37.81167415,144.9785035,Cedrus,1/1/2000,89,60,Park,2000
-37.81516619,144.9793058,Syzygium,16/10/2014,NA,NA,Park,2014
-37.8134478,144.9807647,Pinus,1/10/2019,NA,NA,Park,2019
-37.81319033,144.9779444,Ficus,14/10/1998,128,30,Park,1998
-37.81561757,144.9826678,Ulmus,25/11/1997,71,20,Street,1997
-37.81537005,144.9780519,Syzygium,2/1/2000,NA,NA,Park,2000
-37.81272299,144.9780394,Ulmus,14/10/1998,127,20,Park,1998
-37.81605051,144.9769803,Ulmus,10/12/1998,69,10,Park,1998
-37.81207182,144.9766135,Platanus,21/11/1997,30,10,Street,1997
-37.81311633,144.9802122,Archontophoenix,22/09/2015,NA,NA,Park,2015
-37.81363524,144.9766169,Eucalyptus,25/06/2020,NA,NA,Park,2020
-37.81492178,144.9798408,Syzygium,2/9/2016,NA,NA,Park,2016
-37.81433654,144.9754113,Ulmus,1/1/2000,115,5,Park,2000
-37.81458771,144.9805497,Pittosporum,11/10/2019,NA,NA,Park,2019
-37.81563127,144.9798768,Phoenix,2/1/2000,NA,NA,Park,2000
-37.81480824,144.9817329,Agathis,20/01/2006,8,80,Park,2006
-37.81422771,144.9794583,Ulmus,13/10/1998,NA,NA,Park,1998
-37.81394729,144.9798644,Ulmus,13/10/1998,121,20,Park,1998
-37.81251519,144.9776782,Chamaerops,24/01/2020,NA,NA,Park,2020
-37.81475307,144.9805336,Agathis,,8,80,Park,NA
-37.81619138,144.9800207,Elaeocarpus,12/5/2020,NA,NA,Park,2020
-37.8140855,144.9745483,Magnolia,1/11/2007,3,60,Park,2007
-37.81541431,144.9794964,Syzygium,2/9/2016,NA,NA,Park,2016
-37.81604978,144.9787692,Pittosporum,10/12/1998,17,20,Park,1998
-37.81147842,144.9818505,Macadamia,15/10/1998,40,60,Park,1998
-37.81238219,144.9797103,Stenocarpus,23/10/2015,NA,NA,Park,2015
-37.81482175,144.9798776,Syzygium,4/12/2014,NA,NA,Park,2014
-37.81400188,144.9803464,Ulmus,13/10/1998,102,10,Park,1998
-37.81090928,144.9803607,Grevillea,14/10/1998,73,30,Park,1998
-37.81308647,144.9797479,Araucaria,14/10/1998,76,60,Park,1998
-37.81538345,144.9799402,Ulmus,10/12/1998,114,10,Park,1998
-37.81603129,144.976832,Ulmus,10/12/1998,78,5,Park,1998
-37.81086441,144.9767809,Populus,29/05/2020,NA,NA,Street,2020
-37.81521361,144.9765099,Melaleuca,12/12/2006,13,60,Park,2006
-37.81482114,144.9825487,Ulmus,13/10/1998,152,20,Park,1998
-37.81203986,144.9825349,Ulmus,15/10/1998,124,10,Park,1998
-37.81578867,144.9764057,Ulmus,10/12/1998,35,20,Park,1998
-37.81593691,144.9778848,Pittosporum,10/12/1998,11,20,Park,1998
-37.81258184,144.9798285,Ficus,27/04/2012,NA,NA,Park,2012
-37.81281062,144.9802469,Chamaerops,22/09/2015,NA,NA,Park,2015
-37.81534878,144.9794693,Acacia,2/9/2016,NA,NA,Park,2016
-37.81217955,144.9797023,Castanospermum,4/1/2018,NA,NA,Park,2018
-37.81486844,144.9798571,Atherosperma,10/6/2015,NA,NA,Park,2015
-37.81546699,144.9819535,Ulmus,13/10/1998,103,10,Park,1998
-37.81538957,144.9794619,Syzygium,2/9/2016,NA,NA,Park,2016
-37.81457105,144.9764246,Cedrus,16/10/1998,67,20,Park,1998
-37.81607561,144.978778,Pittosporum,10/12/1998,20,20,Park,1998
-37.81349308,144.980247,Phoenix,7/7/2015,NA,NA,Park,2015
-37.81094292,144.9809136,Ulmus,14/10/1998,93,10,Park,1998
-37.81436652,144.9825347,Stenocarpus,14/07/2000,12,60,Park,2000
-37.81595864,144.9780745,Pittosporum,10/12/1998,14,20,Park,1998
-37.81233184,144.9788401,Platanus,14/10/1998,70,5,Park,1998
-37.81340347,144.9816905,Quercus,12/12/2006,4,80,Park,2006
-37.8123371,144.9795772,Sophora,1/1/2000,50,10,Park,2000
-37.81564391,144.98197,Ulmus,9/8/2017,NA,NA,Park,2017
-37.81193643,144.9807066,Ulmus,14/10/1998,94,20,Park,1998
-37.8135701,144.9830155,Ulmus,25/11/1997,NA,NA,Street,1997
-37.81355931,144.9815869,Cedrus,16/10/1998,46,10,Park,1998
-37.81474585,144.9766068,Ficus,16/10/1998,248,30,Park,1998
-37.81161563,144.9798565,Ulmus,1/1/2000,16,80,Park,2000
-37.81377418,144.9766891,Eucalyptus,15/11/2019,NA,NA,Park,2019
-37.8159,144.9745,Platanus,19/10/2012,NA,NA,Street,2012
-37.81395324,144.9787933,Syzygium,2/1/2000,37,20,Park,2000
-37.81070962,144.9755561,Quercus,10/7/2015,NA,NA,Street,2015
-37.81066999,144.9792399,Pinus,6/6/2013,NA,NA,Park,2013
-37.81528449,144.9794618,Syzygium,16/10/2014,NA,NA,Park,2014
-37.81627618,144.9786026,Ulmus,10/12/1998,90,20,Park,1998
-37.81060688,144.9781936,Corymbia,1/1/2000,43,60,Street,2000
-37.81505571,144.9746322,Ulmus,20/11/1997,16,10,Street,1997
-37.81301408,144.980361,Phoenix,8/5/2015,NA,NA,Park,2015
-37.81600358,144.9782932,Pittosporum,10/12/1998,13,20,Park,1998
-37.8131873,144.978104,Araucaria,14/10/1998,110,60,Park,1998
-37.81071302,144.9795105,Phoenix,14/10/1998,74,60,Park,1998
-37.81072713,144.9825986,Syncarpia,2/1/2000,26,30,Park,2000
-37.8142189,144.980305,Ulmus,13/10/1998,110,5,Park,1998
-37.81521587,144.9799008,Atherosperma,10/6/2015,NA,NA,Park,2015
-37.81540953,144.9797847,Syzygium,4/12/2014,NA,NA,Park,2014
-37.81386129,144.9764513,Ulmus,29/04/2014,NA,NA,Park,2014
-37.81596337,144.9762886,Ulmus,10/12/1998,74,5,Park,1998
-37.81290829,144.9802827,Archontophoenix,8/5/2015,NA,NA,Park,2015
-37.81338327,144.9756207,Corymbia,16/10/1998,NA,NA,Park,1998
-37.81169788,144.9826147,Chiranthodendron,4/5/2015,NA,NA,Park,2015
-37.81129673,144.9785824,Ulmus,14/10/1998,109,5,Park,1998
-37.81403871,144.9755638,Ficus,16/10/1998,157,30,Park,1998
-37.81361915,144.9819862,Acer,27/03/2014,NA,NA,Park,2014
-37.81495746,144.979746,Livistona,2/1/2000,28,60,Park,2000
-37.8109945,144.9823513,Grevillea,6/6/2013,NA,NA,Park,2013
-37.81238885,144.9797681,UNKNOWN,27/11/2019,NA,NA,Park,2019
-37.81166708,144.9823263,Cordyline,15/10/1998,NA,NA,Park,1998
-37.8135983,144.9801763,Pittosporum,13/10/1998,55,20,Park,1998
-37.81282874,144.9828284,Jacaranda,14/07/2000,14,80,Park,2000
-37.8116056,144.981894,Archontophoenix,4/5/2015,NA,NA,Park,2015
-37.81636113,144.9815954,Elaeocarpus,11/5/2020,NA,NA,Park,2020
-37.81224145,144.9815672,Quercus,15/10/1998,51,30,Park,1998
-37.81405505,144.9780885,Ulmus,10/12/1998,149,10,Park,1998
-37.81602802,144.9784835,Pittosporum,10/12/1998,13,10,Park,1998
-37.81493092,144.9821921,Agathis,20/01/2006,NA,NA,Park,2006
-37.81633701,144.9812342,Grevillea,12/5/2020,NA,NA,Park,2020
-37.81425488,144.9817308,Corymbia,13/10/1998,NA,NA,Park,1998
-37.8116656,144.9749016,Platanus,21/11/1997,62,10,Street,1997
-37.81381927,144.9748613,Aesculus,16/10/1998,34,10,Park,1998
-37.81077228,144.9806538,Lophostemon,14/10/1998,53,30,Park,1998
-37.81297966,144.9803562,Washingtonia,,48,60,Park,NA
-37.81389688,144.9807605,Ulmus,13/10/1998,102,10,Park,1998
-37.81632758,144.9763327,Acer,17/06/2014,NA,NA,Street,2014
-37.81277388,144.980354,Phoenix,15/05/2015,NA,NA,Park,2015
-37.8142734,144.9783401,Brahea,13/10/1998,55,60,Park,1998
-37.81638227,144.9816455,Grevillea,12/5/2020,NA,NA,Park,2020
-37.8160676,144.9755366,Platanus,20/11/1997,47,5,Street,1997
-37.81209439,144.9783946,Cedrus,14/10/1998,75,30,Park,1998
-37.81444412,144.9795813,Acer,10/12/1998,43,30,Park,1998
-37.81487651,144.9798176,Nothofagus,10/6/2015,NA,NA,Park,2015
-37.81335359,144.9757082,Washingtonia,1/1/2000,58,60,Park,2000
-37.81140948,144.9791553,Cupressus,14/10/1998,54,20,Park,1998
-37.81411047,144.9800048,Washingtonia,1/1/2000,22,80,Park,2000
-37.81403636,144.9826576,Araucaria,14/07/2000,27,80,Park,2000
-37.8134008,144.9827337,Araucaria,2/1/2000,31,80,Park,2000
-37.81365951,144.9805611,Lagunaria,2/1/2000,74,30,Park,2000
-37.81387814,144.9781351,Ulmus,10/12/1998,143,5,Park,1998
-37.81259303,144.9798186,Araucaria,31/07/2013,NA,NA,Park,2013
-37.81287482,144.9814265,Ulmus,13/11/2018,NA,NA,Park,2018
-37.81517564,144.9797936,Atherosperma,10/6/2015,NA,NA,Park,2015
-37.81574859,144.9780123,Ulmus,10/12/1998,67,5,Street,1998
-37.81511277,144.9799053,UNKNOWN,10/6/2015,NA,NA,Park,2015
-37.81633999,144.9812663,Backhousia,12/5/2020,NA,NA,Park,2020
-37.81537882,144.9813729,Ulmus,,4,10,Park,NA
-37.81651076,144.9769079,Pyrus,19/10/2010,NA,NA,Street,2010
-37.81537997,144.9798056,Nothofagus,10/6/2015,NA,NA,Park,2015
-37.81217483,144.9797948,Jacaranda,16/10/1998,32,60,Park,1998
-37.81340115,144.9803776,Pittosporum,14/10/1998,34,20,Park,1998
-37.81255409,144.9794139,Ulmus,14/10/1998,97,5,Park,1998
-37.81644677,144.9815125,Aesculus,19/09/2019,NA,NA,Park,2019
-37.81359701,144.9799802,Livistona,13/10/1998,27,60,Park,1998
-37.81600125,144.978441,Pittosporum,10/12/1998,12,30,Park,1998
-37.81244732,144.9778822,Corymbia,1/1/2000,NA,NA,Street,2000
-37.81479247,144.9815962,Agathis,20/01/2006,3,80,Park,2006
-37.81068999,144.98182,Grevillea,30/04/2014,NA,NA,Park,2014
-37.81116871,144.9780965,Corymbia,30/12/1999,25,60,Street,1999
-37.81101258,144.978482,Chamaerops,9/4/2010,0,60,Park,2010
-37.81420144,144.9780327,Ulmus,10/12/1998,145,20,Park,1998
-37.81096998,144.9811149,Quercus,12/12/2006,8,80,Park,2006
-37.81085705,144.9751784,Pistacia,15/04/2020,NA,NA,Street,2020
-37.81603985,144.9787107,Pittosporum,10/12/1998,NA,NA,Park,1998
-37.81634745,144.9793161,Pinus,10/9/1998,82,60,Park,1998
-37.81213605,144.9795828,Jacaranda,1/1/2000,45,30,Park,2000
-37.81540616,144.9798087,Acacia,2/9/2016,NA,NA,Park,2016
-37.81107273,144.9824675,Grevillea,6/6/2013,NA,NA,Park,2013
-37.8135352,144.9747977,Phoenix,2/1/2000,80,60,Park,2000
-37.81116603,144.9825794,Grevillea,6/6/2013,NA,NA,Park,2013
-37.81524919,144.9797941,Acacia,16/10/2014,NA,NA,Park,2014
-37.81291461,144.9800258,Stenocarpus,12/5/2017,NA,NA,Park,2017
-37.81456739,144.9811411,Ulmus,13/10/1998,NA,NA,Park,1998
-37.81363102,144.9760045,Aesculus,16/08/2016,NA,NA,Park,2016
-37.81581903,144.9752099,Ulmus,10/12/1998,28,30,Park,1998
-37.81616627,144.9793345,UNKNOWN,14/05/2020,NA,NA,Park,2020
-37.81486609,144.9796728,Fraxinus,16/10/2014,NA,NA,Park,2014
-37.81259145,144.9801362,Betula,14/10/1998,21,20,Park,1998
-37.81647453,144.9769181,Pyrus,19/10/2010,NA,NA,Street,2010
-37.81552125,144.981596,Ulmus,,3,10,Park,NA
-37.81514985,144.9799239,Syzygium,2/9/2016,NA,NA,Park,2016
-37.81316584,144.9789533,Quercus,14/10/1998,NA,NA,Park,1998
-37.81236972,144.9796191,Toona,1/1/2000,NA,NA,Park,2000
-37.81513114,144.9758169,Melaleuca,16/10/1998,99,30,Park,1998
-37.81587872,144.9771836,Ulmus,10/12/1998,NA,NA,Park,1998
-37.81509055,144.9799443,UNKNOWN,10/6/2015,NA,NA,Park,2015
-37.81592834,144.9776329,Pittosporum,10/12/1998,NA,NA,Park,1998
-37.81068468,144.9785054,Ficus,14/10/1998,105,20,Park,1998
-37.81525406,144.9796788,Eucalyptus,10/6/2015,NA,NA,Park,2015
-37.81292315,144.9803452,Agathis,8/5/2015,NA,NA,Park,2015
-37.8138246,144.9766288,Eucalyptus,15/11/2019,NA,NA,Park,2019
-37.81282613,144.9829232,Stenocarpus,16/10/1998,19,10,Park,1998
-37.81497693,144.9797301,Livistona,16/10/2014,NA,NA,Park,2014
-37.81255191,144.9796174,Ulmus,14/10/1998,NA,NA,Park,1998
-37.81239341,144.9794717,Trachycarpus,1/1/2000,0,30,Park,2000
-37.81381213,144.9790617,Liriodendron,2/1/2000,18,30,Park,2000
-37.81167315,144.9815185,Araucaria,15/10/1998,116,60,Park,1998
-37.8124315,144.9797694,Ficus,,NA,NA,Street,NA
-37.81440605,144.9768655,Ulmus,4/10/2018,NA,NA,Park,2018
-37.81079108,144.980468,Quercus,14/10/1998,83,60,Park,1998
-37.81438245,144.9763679,Ulmus,16/10/1998,123,20,Park,1998
-37.8144435,144.9762498,Ficus,16/10/1998,185,60,Park,1998
-37.8109558,144.9776627,Platanus,21/11/1997,52,10,Street,1997
-37.81080519,144.9807652,Ulmus,14/10/1998,NA,NA,Park,1998
-37.81369429,144.9810652,Cedrus,13/10/1998,70,20,Park,1998
-37.81498503,144.9754272,Quercus,16/10/1998,79,10,Park,1998
-37.81658972,144.9830758,Ulmus,,NA,NA,Street,NA
-37.81494471,144.979701,Livistona,16/10/2014,NA,NA,Park,2014
-37.81121266,144.9806732,Ulmus,14/10/1998,106,20,Park,1998
-37.81261079,144.9804706,Ulmus,14/10/1998,121,10,Park,1998
-37.81337052,144.9828542,Harpephyllum,2/1/2000,NA,NA,Park,2000
-37.81246768,144.9802706,Syzygium,2/1/2000,26,20,Park,2000
-37.8132299,144.9758364,Chamaerops,22/10/2019,NA,NA,Park,2019
-37.81167759,144.9821355,Archontophoenix,4/5/2015,NA,NA,Park,2015
-37.8109953,144.9807309,Ulmus,14/10/1998,104,10,Park,1998
-37.81366336,144.9807592,Cedrus,13/10/1998,83,20,Park,1998
-37.81363065,144.9776874,Corymbia,21/11/1997,NA,NA,Street,1997
-37.81533629,144.9798229,Nothofagus,10/6/2015,NA,NA,Park,2015
-37.81620003,144.9799624,Backhousia,12/5/2020,NA,NA,Park,2020
-37.81476195,144.982124,Quercus,13/10/1998,24,80,Park,1998
-37.81600003,144.97526,Platanus,19/10/2012,NA,NA,Street,2012
-37.81174576,144.9820748,Thuja,15/10/1998,37,60,Park,1998
-37.81636929,144.9816663,Elaeocarpus,11/5/2020,NA,NA,Park,2020
-37.81153821,144.9799824,Ulmus,14/10/1998,27,80,Park,1998
-37.81172061,144.9821424,Jacaranda,15/10/1998,48,20,Park,1998
-37.8153428,144.97963,Acacia,16/10/2014,NA,NA,Park,2014
-37.8134262,144.9785288,Ilex,2/1/2000,30,20,Park,2000
-37.81166555,144.979793,Syzygium,2/1/2000,43,20,Park,2000
-37.8120606,144.9781534,Ulmus,14/10/1998,138,30,Park,1998
-37.8127408,144.9803637,Washingtonia,7/7/2015,NA,NA,Park,2015
-37.8141402,144.9809656,Ulmus,14/08/2017,NA,NA,Park,2017
-37.81238577,144.9804972,Ulmus,15/05/2015,NA,NA,Park,2015
-37.81505008,144.9808531,Ulmus,,5,80,Park,NA
-37.81518995,144.9817103,Ulmus,13/10/1998,151,5,Park,1998
-37.81268549,144.9802759,Agathis,15/05/2015,NA,NA,Park,2015
-37.81297845,144.9766426,Phoenix,2/1/2000,56,60,Park,2000
-37.81583256,144.9816616,Phoenix,13/10/1998,72,60,Park,1998
-37.81604048,144.9786161,Pittosporum,10/12/1998,14,20,Park,1998
-37.81085371,144.9781516,Corymbia,1/1/2000,NA,NA,Street,2000
-37.81471898,144.9809474,Agathis,,9,80,Park,NA
-37.81354515,144.9755805,Ginkgo,27/07/2016,NA,NA,Park,2016
-37.81370092,144.9766631,Corymbia,15/11/2019,NA,NA,Park,2019
-37.81300504,144.9800019,Ulmus,14/10/1998,136,5,Park,1998
-37.81377288,144.9785967,Cercis,17/11/2017,NA,NA,Park,2017
-37.81328734,144.9756497,Phoenix,1/1/2000,65,60,Park,2000
-37.81255617,144.9787896,Platanus,14/10/1998,87,5,Park,1998
-37.81161144,144.9819985,Butia,4/5/2015,NA,NA,Park,2015
-37.81330652,144.9803614,Archontophoenix,23/10/2015,NA,NA,Park,2015
-37.81621351,144.9802545,Elaeocarpus,12/5/2020,NA,NA,Park,2020
-37.81410262,144.9750568,Eucalyptus,2/11/2017,NA,NA,Park,2017
-37.81171004,144.9823619,Phoenix,4/5/2015,NA,NA,Park,2015
-37.81153121,144.9753192,Quercus,27/05/2013,NA,NA,Park,2013
-37.81288111,144.9769615,Chamaerops,16/10/1998,0,60,Park,1998
-37.81522394,144.9799194,Syzygium,4/12/2014,NA,NA,Park,2014
-37.81287054,144.9799787,Cordyline,19/08/2016,NA,NA,Park,2016
-37.81598223,144.978283,Pittosporum,10/12/1998,10,20,Park,1998
-37.81601207,144.9783467,Pittosporum,10/12/1998,12,30,Park,1998
-37.81539794,144.9821099,Ulmus,13/10/1998,131,10,Park,1998
-37.81309979,144.9821221,Ulmus,16/10/1998,67,60,Park,1998
-37.81423204,144.9788229,Agathis,10/12/1998,90,60,Park,1998
-37.81294079,144.9778028,Corymbia,21/11/1997,25,60,Street,1997
-37.81286248,144.9812112,Ulmus,15/10/1998,106,10,Park,1998
-37.81540699,144.9797525,Nothofagus,10/6/2015,NA,NA,Park,2015
-37.81521751,144.9819513,Ulmus,13/10/1998,NA,NA,Park,1998
-37.81540363,144.9796828,Syzygium,2/9/2016,NA,NA,Park,2016
-37.81618942,144.979985,Elaeocarpus,12/5/2020,NA,NA,Park,2020
-37.8158438,144.978834,Ulmus,10/12/1998,71,10,Street,1998
-37.81187655,144.9830494,Magnolia,3/8/2016,NA,NA,Park,2016
-37.81566777,144.9801348,Phoenix,13/10/1998,72,60,Park,1998
-37.81551611,144.9815225,Ficus,13/10/1998,187,60,Park,1998
-37.81091722,144.9773373,Populus,29/05/2020,NA,NA,Street,2020
-37.81210077,144.9794911,Chamaerops,1/1/2000,53,60,Park,2000
-37.81625383,144.9806453,Elaeocarpus,12/5/2020,NA,NA,Park,2020
-37.81496597,144.9798586,Acacia,26/04/2016,NA,NA,Park,2016
-37.81484745,144.9797208,Acacia,2/9/2016,NA,NA,Park,2016
-37.81591083,144.9776624,Pittosporum,10/12/1998,15,20,Park,1998
-37.81280806,144.9805602,Ulmus,14/10/1998,112,20,Park,1998
-37.81217505,144.9772723,Phoenix,16/10/1998,73,60,Park,1998
-37.81614476,144.977646,Ulmus,10/12/1998,29,60,Park,1998
-37.81285597,144.9803477,Phoenix,7/7/2015,NA,NA,Park,2015
-37.81513269,144.9797796,Acacia,4/12/2014,NA,NA,Park,2014
-37.81422205,144.9826973,Syzygium,2/1/2000,41,60,Park,2000
-37.81423627,144.9751095,Ulmus,16/10/1998,128,10,Park,1998
-37.81484893,144.9813624,Agathis,,6,80,Park,NA
-37.81187028,144.9783534,Taxodium,1/1/2000,15,80,Park,2000
-37.81203567,144.9789483,Ulmus,14/10/1998,116,10,Park,1998
-37.81378058,144.9746186,Brachychiton,4/4/2012,NA,NA,Park,2012
-37.81149292,144.9821291,Ligustrum,15/10/1998,74,20,Park,1998
-37.81573998,144.9758121,Eucalyptus,10/12/1998,59,60,Park,1998
-37.8122522,144.9796136,Toona,24/05/2016,NA,NA,Park,2016
-37.81084819,144.9810812,Quercus,12/12/2006,2,5,Park,2006
-37.81591844,144.9777173,Pittosporum,10/12/1998,14,20,Park,1998
-37.81512866,144.9778965,Ulmus,10/12/1998,37,60,Park,1998
-37.81495764,144.9817005,Ulmus,13/10/1998,117,10,Park,1998
-37.81187083,144.9796456,Chamaerops,15/05/2015,NA,NA,Park,2015
-37.81536366,144.9798319,Nothofagus,10/6/2015,NA,NA,Park,2015
-37.81273444,144.9802924,Archontophoenix,15/05/2015,NA,NA,Park,2015
-37.81075002,144.97902,Pinus,6/6/2013,NA,NA,Park,2013
-37.81205682,144.9793297,Trachycarpus,,NA,NA,Park,NA
-37.81373929,144.9814295,Cedrus,13/10/1998,95,30,Park,1998
-37.81187926,144.9762744,Platanus,1/1/2000,13,60,Street,2000
-37.81271504,144.980459,Ulmus,14/10/1998,NA,NA,Park,1998
-37.8163207,144.9774432,Platanus,20/11/1997,NA,NA,Street,1997
-37.8119625,144.9804139,Araucaria,14/10/1998,77,60,Park,1998
-37.81354728,144.9801757,Syzygium,2/1/2000,116,30,Park,2000
-37.81185604,144.9794875,Livistona,2/1/2000,29,60,Park,2000
-37.81208919,144.97688,Platanus,21/11/1997,NA,NA,Street,1997
-37.81303386,144.9767205,Washingtonia,2/1/2000,42,60,Park,2000
-37.81430794,144.9773706,Ulmus,16/10/1998,136,20,Park,1998
-37.81498246,144.9756079,Quercus,16/10/1998,53,60,Park,1998
-37.81213658,144.9792094,Ligustrum,18/05/2015,NA,NA,Park,2015
-37.8122296,144.9777091,Ulmus,16/10/1998,24,80,Park,1998
-37.81204287,144.9763451,Platanus,21/11/1997,33,10,Street,1997
-37.81150684,144.978233,Ulmus,14/10/1998,130,20,Park,1998
-37.81535906,144.9814924,Ulmus,14/08/2017,NA,NA,Park,2017
-37.81270956,144.9822003,Aesculus,16/10/1998,40,20,Park,1998
-37.81369734,144.9802866,Butia,13/10/1998,NA,NA,Park,1998
-37.81475603,144.9798759,Acacia,4/12/2014,NA,NA,Park,2014
-37.81147731,144.9784869,Ulmus,14/10/1998,98,5,Park,1998
-37.81368753,144.9761933,Lagerstroemia,11/7/2016,NA,NA,Park,2016
-37.81496473,144.9796971,Livistona,16/10/2014,NA,NA,Park,2014
-37.81238077,144.9822344,Ulmus,16/10/1998,92,20,Park,1998
-37.81395628,144.979301,Washingtonia,13/10/1998,44,60,Park,1998
-37.81445205,144.9748807,Ulmus,22/10/2013,NA,NA,Park,2013
-37.81437656,144.9788004,Tristaniopsis,10/12/1998,41,30,Park,1998
-37.81355228,144.9764094,Fraxinus,1/1/2000,31,10,Park,2000
-37.81361553,144.9821694,Cedrus,16/10/1998,88,30,Park,1998
-37.81225356,144.9794723,Washingtonia,,37,60,Park,NA
-37.81154128,144.980161,Ulmus,19/03/2010,4,80,Park,2010
-37.81528872,144.9804281,Ficus,13/10/1998,134,60,Park,1998
-37.81184687,144.9796358,Syzygium,9/11/2011,NA,NA,Park,2011
-37.81569737,144.9820709,Ulmus,9/8/2017,NA,NA,Park,2017
-37.81366487,144.9762277,Lagerstroemia,11/7/2016,NA,NA,Park,2016
-37.81062541,144.9831473,Phoenix,15/10/1998,64,60,Park,1998
-37.81599867,144.9782591,Pittosporum,10/12/1998,15,20,Park,1998
-37.81511626,144.977442,Corymbia,21/11/1997,19,60,Street,1997
-37.81077381,144.98252,Syncarpia,14/07/2000,17,30,Park,2000
-37.81431883,144.9775743,Corymbia,21/11/1997,14,80,Street,1997
-37.81164917,144.98176,Phoenix,4/5/2015,NA,NA,Park,2015
-37.81627352,144.9806957,Backhousia,12/5/2020,NA,NA,Park,2020
-37.81512532,144.975662,Brachychiton,16/10/1998,NA,NA,Park,1998
-37.81635052,144.9815022,Elaeocarpus,11/5/2020,NA,NA,Park,2020
-37.81146581,144.9816148,Cordyline,2/1/2000,30,10,Park,2000
-37.8162961,144.9787395,Ulmus,10/12/1998,91,10,Park,1998
-37.81104171,144.979171,Pinus,14/10/1998,87,60,Park,1998
-37.8156397,144.9806734,Araucaria,13/10/1998,NA,NA,Park,1998
-37.81375339,144.9817685,Cedrus,13/10/1998,82,30,Park,1998
-37.81200175,144.977959,Corymbia,21/11/1997,34,60,Street,1997
-37.81482083,144.9818679,Agathis,,7,80,Park,NA
-37.81509056,144.9810749,Ulmus,,7,80,Park,NA
-37.81140643,144.9798387,Quercus,14/10/1998,38,60,Park,1998
-37.81341511,144.9818014,Quercus,16/10/1998,93,20,Park,1998
-37.81367961,144.9799885,Ulmus,13/10/1998,115,30,Park,1998
-37.81114998,144.9827,Grevillea,6/6/2013,NA,NA,Park,2013
-37.81601437,144.9783809,Pittosporum,10/12/1998,13,20,Park,1998
-37.81080002,144.98203,Grevillea,30/04/2014,NA,NA,Park,2014
-37.81264805,144.9817923,Ulmus,16/10/1998,9,80,Park,1998
-37.8148447,144.9776863,Ulmus,10/12/1998,117,5,Park,1998
-37.8158367,144.9789034,Pittosporum,13/11/2018,NA,NA,Street,2018
-37.81171224,144.9809604,Quercus,16/10/1998,110,60,Park,1998
-37.81298707,144.9802996,Archontophoenix,8/5/2015,NA,NA,Park,2015
-37.81448917,144.9773604,Ulmus,16/10/1998,NA,NA,Park,1998
-37.81175588,144.9779995,Corymbia,21/11/1997,45,60,Street,1997
-37.81639847,144.9814444,Firmiana,14/11/2016,NA,NA,Park,2016
-37.81559381,144.9804406,Agathis,13/07/2000,15,80,Park,2000
-37.81564494,144.9771357,Schinus,10/12/1998,81,60,Street,1998
-37.8115774,144.9814952,Lagerstroemia,4/5/2015,NA,NA,Park,2015
-37.81105692,144.9808983,Ulmus,14/10/1998,116,20,Park,1998
-37.8157771,144.9782873,Ulmus,10/12/1998,70,5,Street,1998
-37.81449483,144.9751779,Quercus,27/07/2016,NA,NA,Park,2016
-37.81586065,144.9819022,Phoenix,13/10/1998,74,60,Park,1998
-37.81494222,144.9822993,Agathis,20/01/2006,6,80,Park,2006
-37.81383413,144.9774458,Ulmus,16/10/1998,120,30,Park,1998
-37.81305257,144.980209,Fraxinus,14/10/1998,75,30,Park,1998
-37.81300435,144.9765766,Chamaerops,22/10/2019,NA,NA,Park,2019
-37.81289289,144.9802359,Liriodendron,1/1/2000,25,60,Park,2000
-37.81499016,144.9807483,Ulmus,,6,80,Park,NA
-37.8155605,144.9796914,Araucaria,10/12/1998,66,60,Park,1998
-37.81598853,144.9781672,Pittosporum,10/12/1998,28,30,Park,1998
-37.81293968,144.9823923,Prunus,16/10/1998,NA,NA,Park,1998
-37.81571416,144.9806799,Phoenix,13/10/1998,67,60,Park,1998
-37.81120607,144.9753458,Washingtonia,10/12/2012,NA,NA,Park,2012
